raw_organism,raw_drug,canonical_organism,canonical_drug
staphylococcus capitis,collection number,staphylococcus species ,collection number
staphylococcus capitis,levofloxacin,staphylococcus species ,levofloxacin
staphylococcus capitis,omadacycline,staphylococcus species ,eravacycline
staphylococcus capitis,study year,staphylococcus species ,study year
staphylococcus capitis,tigecycline,staphylococcus species ,tigecycline
staphylococcus caprae,collection number,staphylococcus aureus,collection number
staphylococcus caprae,levofloxacin,staphylococcus aureus,levofloxacin
staphylococcus caprae,omadacycline,staphylococcus aureus,eravacycline
staphylococcus caprae,study year,staphylococcus aureus,study year
staphylococcus caprae,tigecycline,staphylococcus aureus,tigecycline
staphylococcus coagulase negative,tigecycline,staphylococcus coagulase negative,tigecycline
staphylococcus cohnii,tigecycline,staphylococcus species ,tigecycline
staphylococcus cohnii / staphylococcus ureilyticus,collection number,staphylococcus cohnii / staphylococcus ureilyticus,collection number
staphylococcus cohnii / staphylococcus ureilyticus,levofloxacin,staphylococcus cohnii / staphylococcus ureilyticus,levofloxacin
staphylococcus cohnii / staphylococcus ureilyticus,omadacycline,staphylococcus cohnii / staphylococcus ureilyticus,eravacycline
staphylococcus cohnii / staphylococcus ureilyticus,study year,staphylococcus cohnii / staphylococcus ureilyticus,study year
staphylococcus cohnii / staphylococcus ureilyticus,tigecycline,staphylococcus cohnii / staphylococcus ureilyticus,tigecycline
staphylococcus condimenti,tigecycline,staphylococcus species ,tigecycline
staphylococcus epidermidis,collection number,staphylococcus species ,collection number
staphylococcus epidermidis,levofloxacin,staphylococcus species ,levofloxacin
staphylococcus epidermidis,omadacycline,staphylococcus species ,eravacycline
staphylococcus epidermidis,study year,staphylococcus species ,study year
staphylococcus epidermidis,tigecycline,staphylococcus species ,tigecycline
staphylococcus haemolyticus,collection number,staphylcoccus haemolyticus,collection number
staphylococcus haemolyticus,levofloxacin,staphylcoccus haemolyticus,levofloxacin
staphylococcus haemolyticus,omadacycline,staphylcoccus haemolyticus,eravacycline
staphylococcus haemolyticus,study year,staphylcoccus haemolyticus,study year
staphylococcus haemolyticus,tigecycline,staphylcoccus haemolyticus,tigecycline
staphylococcus hominis,collection number,staphylococcus spp. ,collection number
staphylococcus hominis,levofloxacin,staphylococcus spp. ,levofloxacin
staphylococcus hominis,omadacycline,staphylococcus spp. ,eravacycline
staphylococcus hominis,study year,staphylococcus spp. ,study year
staphylococcus hominis,tigecycline,staphylococcus spp. ,tigecycline
staphylococcus hyicus,tigecycline,staphylcoccus haemolyticus,tigecycline
staphylococcus intermedius,tigecycline,staphylococcus aureus ,tigecycline
staphylococcus lugdunensis,collection number,staphylococcus lugdunensis,collection number
staphylococcus lugdunensis,levofloxacin,staphylococcus lugdunensis,levofloxacin
staphylococcus lugdunensis,omadacycline,staphylococcus lugdunensis,eravacycline
staphylococcus lugdunensis,study year,staphylococcus lugdunensis,study year
staphylococcus lugdunensis,tigecycline,staphylococcus lugdunensis,tigecycline
staphylococcus pasteuri,tigecycline,staphylococcus aureus ,tigecycline
staphylococcus petrasii,collection number,staphylococcus species ,collection number
staphylococcus petrasii,levofloxacin,staphylococcus species ,levofloxacin
staphylococcus petrasii,omadacycline,staphylococcus species ,eravacycline
staphylococcus petrasii,study year,staphylococcus species ,study year
staphylococcus petrasii,tigecycline,staphylococcus species ,tigecycline
staphylococcus pettenkoferi,collection number,staphylococcus species ,collection number
staphylococcus pettenkoferi,levofloxacin,staphylococcus species ,levofloxacin
staphylococcus pettenkoferi,omadacycline,staphylococcus species ,eravacycline
staphylococcus pettenkoferi,study year,staphylococcus species ,study year
staphylococcus pettenkoferi,tigecycline,staphylococcus species ,tigecycline
staphylococcus pseudintermedius,collection number,staphylococcus aureus ,collection number
staphylococcus pseudintermedius,levofloxacin,staphylococcus aureus ,levofloxacin
staphylococcus pseudintermedius,omadacycline,staphylococcus aureus ,eravacycline
staphylococcus pseudintermedius,study year,staphylococcus aureus ,study year
staphylococcus pseudintermedius,tigecycline,staphylococcus aureus ,tigecycline
staphylococcus pseudintermedius / intermedius / delphini,collection number,staphylococcus pseudintermedius / intermedius / delphini,collection number
staphylococcus pseudintermedius / intermedius / delphini,levofloxacin,staphylococcus pseudintermedius / intermedius / delphini,levofloxacin
staphylococcus pseudintermedius / intermedius / delphini,omadacycline,staphylococcus pseudintermedius / intermedius / delphini,eravacycline
staphylococcus pseudintermedius / intermedius / delphini,study year,staphylococcus pseudintermedius / intermedius / delphini,study year
staphylococcus pseudintermedius / intermedius / delphini,tigecycline,staphylococcus pseudintermedius / intermedius / delphini,tigecycline
staphylococcus pseudointermedius,tigecycline,staphylococcus aureus ,tigecycline
staphylococcus saccharolyticus,tigecycline,staphylcoccus haemolyticus,tigecycline
staphylococcus saprophyticus,collection number,staphylcoccus haemolyticus,collection number
staphylococcus saprophyticus,levofloxacin,staphylcoccus haemolyticus,levofloxacin
staphylococcus saprophyticus,omadacycline,staphylcoccus haemolyticus,eravacycline
staphylococcus saprophyticus,study year,staphylcoccus haemolyticus,study year
staphylococcus saprophyticus,tigecycline,staphylcoccus haemolyticus,tigecycline
staphylococcus saprophyticus/xylosus,collection number,staphylcoccus haemolyticus,collection number
staphylococcus saprophyticus/xylosus,levofloxacin,staphylcoccus haemolyticus,levofloxacin
staphylococcus saprophyticus/xylosus,omadacycline,staphylcoccus haemolyticus,eravacycline
staphylococcus saprophyticus/xylosus,study year,staphylcoccus haemolyticus,study year
staphylococcus saprophyticus/xylosus,tigecycline,staphylcoccus haemolyticus,tigecycline
staphylococcus schleiferi,collection number,staphylococcus species ,collection number
staphylococcus schleiferi,levofloxacin,staphylococcus species ,levofloxacin
staphylococcus schleiferi,omadacycline,staphylococcus species ,eravacycline
staphylococcus schleiferi,study year,staphylococcus species ,study year
staphylococcus schleiferi,tigecycline,staphylococcus species ,tigecycline
staphylococcus sciuri,tigecycline,staphylococcus species ,tigecycline
staphylococcus simulans,collection number,staphylococcus species ,collection number
staphylococcus simulans,levofloxacin,staphylococcus species ,levofloxacin
staphylococcus simulans,omadacycline,staphylococcus species ,eravacycline
staphylococcus simulans,study year,staphylococcus species ,study year
staphylococcus simulans,tigecycline,staphylococcus species ,tigecycline
staphylococcus spp,tigecycline,staphylococcus spp. ,tigecycline
staphylococcus ureilyticus,tigecycline,staphylococcus ureilyticus,tigecycline
staphylococcus vitulinus,tigecycline,staphylococcus vitulinus,tigecycline
staphylococcus warneri,collection number,staphylococcus spp. ,collection number
staphylococcus warneri,levofloxacin,staphylococcus spp. ,levofloxacin
staphylococcus warneri,omadacycline,staphylococcus spp. ,eravacycline
staphylococcus warneri,study year,staphylococcus spp. ,study year
staphylococcus warneri,tigecycline,staphylococcus spp. ,tigecycline
staphylococcus xylosus,tigecycline,staphylococcus spp. ,tigecycline
stenotrophomonas maltophilia,caz_mic,stenotrophomonas maltophilia,caz_mic
stenotrophomonas maltophilia,collection number,stenotrophomonas maltophilia,collection number
stenotrophomonas maltophilia,fep_mic,stenotrophomonas maltophilia,fep_mic
stenotrophomonas maltophilia,levofloxacin,stenotrophomonas maltophilia,levofloxacin
stenotrophomonas maltophilia,lvx_mic,stenotrophomonas maltophilia,lvx_mic
stenotrophomonas maltophilia,omadacycline,stenotrophomonas maltophilia,eravacycline
stenotrophomonas maltophilia,study year,stenotrophomonas maltophilia,study year
stenotrophomonas maltophilia,tigecycline,stenotrophomonas maltophilia,tigecycline
streptococcus agalactiae,collection number,streptococcus agalactiae,collection number
streptococcus agalactiae,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus agalactiae,omadacycline,streptococcus agalactiae,eravacycline
streptococcus agalactiae,study year,streptococcus agalactiae,study year
streptococcus agalactiae,tigecycline,streptococcus agalactiae,tigecycline
streptococcus alpha hemolytic,tigecycline,beta-hemolytic streptococcus,tigecycline
streptococcus anginosus,collection number,streptococcus anginosus group,collection number
streptococcus anginosus,levofloxacin,streptococcus anginosus group,levofloxacin
streptococcus anginosus,omadacycline,streptococcus anginosus group,eravacycline
streptococcus anginosus,study year,streptococcus anginosus group,study year
streptococcus anginosus,tigecycline,streptococcus anginosus group,tigecycline
streptococcus anginosus group,collection number,streptococcus anginosus group,collection number
streptococcus anginosus group,levofloxacin,streptococcus anginosus group,levofloxacin
streptococcus anginosus group,omadacycline,streptococcus anginosus group,eravacycline
streptococcus anginosus group,study year,streptococcus anginosus group,study year
streptococcus anginosus group,tigecycline,streptococcus anginosus group,tigecycline
streptococcus australis,collection number,streptococcus agalactiae,collection number
streptococcus australis,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus australis,omadacycline,streptococcus agalactiae,eravacycline
streptococcus australis,study year,streptococcus agalactiae,study year
streptococcus australis,tigecycline,streptococcus agalactiae,tigecycline
streptococcus bovis,tigecycline,streptococcus pyogenes,tigecycline
streptococcus bovis group,collection number,streptococcus anginosus group,collection number
streptococcus bovis group,levofloxacin,streptococcus anginosus group,levofloxacin
streptococcus bovis group,omadacycline,streptococcus anginosus group,eravacycline
streptococcus bovis group,study year,streptococcus anginosus group,study year
streptococcus bovis group,tigecycline,streptococcus anginosus group,tigecycline
streptococcus canis,collection number,streptococcus pyogenes,collection number
streptococcus canis,levofloxacin,streptococcus pyogenes,levofloxacin
streptococcus canis,omadacycline,streptococcus pyogenes,eravacycline
streptococcus canis,study year,streptococcus pyogenes,study year
streptococcus canis,tigecycline,streptococcus pyogenes,tigecycline
streptococcus castoreus,tigecycline,streptococcus pyogenes,tigecycline
streptococcus constellatus,collection number,streptococcus pyogenes,collection number
streptococcus constellatus,levofloxacin,streptococcus pyogenes,levofloxacin
streptococcus constellatus,omadacycline,streptococcus pyogenes,eravacycline
streptococcus constellatus,study year,streptococcus pyogenes,study year
streptococcus constellatus,tigecycline,streptococcus pyogenes,tigecycline
streptococcus cristatus,collection number,streptococcus agalactiae,collection number
streptococcus cristatus,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus cristatus,omadacycline,streptococcus agalactiae,eravacycline
streptococcus cristatus,study year,streptococcus agalactiae,study year
streptococcus cristatus,tigecycline,streptococcus agalactiae,tigecycline
streptococcus dysgalactiae,collection number,streptococcus agalactiae,collection number
streptococcus dysgalactiae,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus dysgalactiae,omadacycline,streptococcus agalactiae,eravacycline
streptococcus dysgalactiae,study year,streptococcus agalactiae,study year
streptococcus dysgalactiae,tigecycline,streptococcus agalactiae,tigecycline
streptococcus equi,collection number,streptococcus pneumoniae,collection number
streptococcus equi,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus equi,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus equi,study year,streptococcus pneumoniae,study year
streptococcus equi,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus equinus,collection number,streptococcus pyogenes,collection number
streptococcus equinus,levofloxacin,streptococcus pyogenes,levofloxacin
streptococcus equinus,omadacycline,streptococcus pyogenes,eravacycline
streptococcus equinus,study year,streptococcus pyogenes,study year
streptococcus equinus,tigecycline,streptococcus pyogenes,tigecycline
streptococcus gallolyticus,collection number,beta-hemolytic streptococcus,collection number
streptococcus gallolyticus,levofloxacin,beta-hemolytic streptococcus,levofloxacin
streptococcus gallolyticus,omadacycline,beta-hemolytic streptococcus,eravacycline
streptococcus gallolyticus,study year,beta-hemolytic streptococcus,study year
streptococcus gallolyticus,tigecycline,beta-hemolytic streptococcus,tigecycline
streptococcus gordonii,collection number,streptococcus pneumoniae,collection number
streptococcus gordonii,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus gordonii,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus gordonii,study year,streptococcus pneumoniae,study year
streptococcus gordonii,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus infantarius,collection number,streptococcus anginosus group,collection number
streptococcus infantarius,levofloxacin,streptococcus anginosus group,levofloxacin
streptococcus infantarius,omadacycline,streptococcus anginosus group,eravacycline
streptococcus infantarius,study year,streptococcus anginosus group,study year
streptococcus infantarius,tigecycline,streptococcus anginosus group,tigecycline
streptococcus infantis,collection number,streptococcus pneumoniae,collection number
streptococcus infantis,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus infantis,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus infantis,study year,streptococcus pneumoniae,study year
streptococcus infantis,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus intermedius,collection number,streptococcus pneumoniae,collection number
streptococcus intermedius,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus intermedius,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus intermedius,study year,streptococcus pneumoniae,study year
streptococcus intermedius,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus lutetiensis,collection number,streptococcus agalactiae,collection number
streptococcus lutetiensis,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus lutetiensis,omadacycline,streptococcus agalactiae,eravacycline
streptococcus lutetiensis,study year,streptococcus agalactiae,study year
streptococcus lutetiensis,tigecycline,streptococcus agalactiae,tigecycline
streptococcus massiliensis,collection number,streptococcus agalactiae,collection number
streptococcus massiliensis,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus massiliensis,omadacycline,streptococcus agalactiae,eravacycline
streptococcus massiliensis,study year,streptococcus agalactiae,study year
streptococcus massiliensis,tigecycline,streptococcus agalactiae,tigecycline
streptococcus mitis,collection number,streptococcus pneumoniae,collection number
streptococcus mitis,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus mitis,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus mitis,study year,streptococcus pneumoniae,study year
streptococcus mitis,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus mitis group,collection number,streptococcus viridans group,collection number
streptococcus mitis group,levofloxacin,streptococcus viridans group,levofloxacin
streptococcus mitis group,omadacycline,streptococcus viridans group,eravacycline
streptococcus mitis group,study year,streptococcus viridans group,study year
streptococcus mitis group,tigecycline,streptococcus viridans group,tigecycline
streptococcus mitis/ oralis,collection number,beta-hemolytic streptococcus,collection number
streptococcus mitis/ oralis,levofloxacin,beta-hemolytic streptococcus,levofloxacin
streptococcus mitis/ oralis,omadacycline,beta-hemolytic streptococcus,eravacycline
streptococcus mitis/ oralis,study year,beta-hemolytic streptococcus,study year
streptococcus mitis/ oralis,tigecycline,beta-hemolytic streptococcus,tigecycline
streptococcus mutans,collection number,streptococcus pyogenes,collection number
streptococcus mutans,levofloxacin,streptococcus pyogenes,levofloxacin
streptococcus mutans,omadacycline,streptococcus pyogenes,eravacycline
streptococcus mutans,study year,streptococcus pyogenes,study year
streptococcus mutans,tigecycline,streptococcus pyogenes,tigecycline
streptococcus oralis,collection number,streptococcus agalactiae,collection number
streptococcus oralis,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus oralis,omadacycline,streptococcus agalactiae,eravacycline
streptococcus oralis,study year,streptococcus agalactiae,study year
streptococcus oralis,tigecycline,streptococcus agalactiae,tigecycline
streptococcus parasanguinis,collection number,streptococcus pneumoniae,collection number
streptococcus parasanguinis,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus parasanguinis,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus parasanguinis,study year,streptococcus pneumoniae,study year
streptococcus parasanguinis,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus pneumoniae,collection number,streptococcus pneumoniae,collection number
streptococcus pneumoniae,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus pneumoniae,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus pneumoniae,study year,streptococcus pneumoniae,study year
streptococcus pneumoniae,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus pyogenes,collection number,streptococcus pyogenes,collection number
streptococcus pyogenes,levofloxacin,streptococcus pyogenes,levofloxacin
streptococcus pyogenes,omadacycline,streptococcus pyogenes,eravacycline
streptococcus pyogenes,study year,streptococcus pyogenes,study year
streptococcus pyogenes,tigecycline,streptococcus pyogenes,tigecycline
streptococcus salivarius,collection number,streptococcus agalactiae,collection number
streptococcus salivarius,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus salivarius,omadacycline,streptococcus agalactiae,eravacycline
streptococcus salivarius,study year,streptococcus agalactiae,study year
streptococcus salivarius,tigecycline,streptococcus agalactiae,tigecycline
streptococcus salivarius group,collection number,streptococcus agalactiae,collection number
streptococcus salivarius group,levofloxacin,streptococcus agalactiae,levofloxacin
streptococcus salivarius group,omadacycline,streptococcus agalactiae,eravacycline
streptococcus salivarius group,study year,streptococcus agalactiae,study year
streptococcus salivarius group,tigecycline,streptococcus agalactiae,tigecycline
streptococcus salivarius/ vestibularis,collection number,streptococcus salivarius/ vestibularis,collection number
streptococcus salivarius/ vestibularis,levofloxacin,streptococcus salivarius/ vestibularis,levofloxacin
streptococcus salivarius/ vestibularis,omadacycline,streptococcus salivarius/ vestibularis,eravacycline
streptococcus salivarius/ vestibularis,study year,streptococcus salivarius/ vestibularis,study year
streptococcus salivarius/ vestibularis,tigecycline,streptococcus salivarius/ vestibularis,tigecycline
streptococcus sanguinis,collection number,streptococcus pneumoniae,collection number
streptococcus sanguinis,levofloxacin,streptococcus pneumoniae,levofloxacin
streptococcus sanguinis,omadacycline,streptococcus pneumoniae,eravacycline
streptococcus sanguinis,study year,streptococcus pneumoniae,study year
streptococcus sanguinis,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus sanguis,tigecycline,streptococcus pneumoniae,tigecycline
streptococcus spp,tigecycline,staphylococcus spp. ,tigecycline
streptococcus suis,tigecycline,streptococcus viridans group,tigecycline
streptococcus vestibularis,collection number,streptococcus viridans group,collection number
streptococcus vestibularis,levofloxacin,streptococcus viridans group,levofloxacin
streptococcus vestibularis,omadacycline,streptococcus viridans group,eravacycline
streptococcus vestibularis,study year,streptococcus viridans group,study year
streptococcus vestibularis,tigecycline,streptococcus viridans group,tigecycline
"streptococcus, beta hemolytic",tigecycline,beta-hemolytic streptococcus,tigecycline
"streptococcus, viridans group",tigecycline,streptococcus viridans group,tigecycline
trichoderma longibrachiatum,amphotericin b (clsi),trichoderma longibrachiatum,amphotericin b (clsi)
trichoderma longibrachiatum,anidulafungin (clsi),trichoderma longibrachiatum,anidulafungin (clsi)
trichoderma longibrachiatum,caspofungin (clsi),trichoderma longibrachiatum,caspofungin (clsi)
trichoderma longibrachiatum,itraconazole (clsi),trichoderma longibrachiatum,itraconazole (clsi)
trichoderma longibrachiatum,micafungin (clsi),trichoderma longibrachiatum,micafungin (clsi)
trichoderma longibrachiatum,posaconazole (clsi),trichoderma longibrachiatum,posaconazole (clsi)
trichoderma longibrachiatum,uid,trichoderma longibrachiatum,uid
trichoderma longibrachiatum,voriconazole (clsi),trichoderma longibrachiatum,voriconazole (clsi)
trichomonascus ciferrii complex,amphotericin b (clsi),trichomonascus ciferrii complex,amphotericin b (clsi)
trichomonascus ciferrii complex,anidulafungin (clsi),trichomonascus ciferrii complex,anidulafungin (clsi)
trichomonascus ciferrii complex,caspofungin (clsi),trichomonascus ciferrii complex,caspofungin (clsi)
trichomonascus ciferrii complex,fluconazole (clsi),trichomonascus ciferrii complex,fluconazole (clsi)
trichomonascus ciferrii complex,itraconazole (clsi),trichomonascus ciferrii complex,itraconazole (clsi)
trichomonascus ciferrii complex,micafungin (clsi),trichomonascus ciferrii complex,micafungin (clsi)
trichomonascus ciferrii complex,posaconazole (clsi),trichomonascus ciferrii complex,posaconazole (clsi)
trichomonascus ciferrii complex,uid,trichomonascus ciferrii complex,uid
trichomonascus ciferrii complex,voriconazole (clsi),trichomonascus ciferrii complex,voriconazole (clsi)
trichosporon asahii,amphotericin b (clsi),trichosporon asahii,amphotericin b (clsi)
trichosporon asahii,anidulafungin (clsi),trichosporon asahii,anidulafungin (clsi)
trichosporon asahii,caspofungin (clsi),trichosporon asahii,caspofungin (clsi)
trichosporon asahii,fluconazole (clsi),trichosporon asahii,fluconazole (clsi)
trichosporon asahii,itraconazole (clsi),trichosporon asahii,itraconazole (clsi)
trichosporon asahii,micafungin (clsi),trichosporon asahii,micafungin (clsi)
trichosporon asahii,posaconazole (clsi),trichosporon asahii,posaconazole (clsi)
trichosporon asahii,uid,trichosporon asahii,uid
trichosporon asahii,voriconazole (clsi),trichosporon asahii,voriconazole (clsi)
trichosporon capitatum,amphotericin b (clsi),trichosporon capitatum,amphotericin b (clsi)
trichosporon capitatum,anidulafungin (clsi),trichosporon capitatum,anidulafungin (clsi)
trichosporon capitatum,caspofungin (clsi),trichosporon capitatum,caspofungin (clsi)
trichosporon capitatum,fluconazole (clsi),trichosporon capitatum,fluconazole (clsi)
trichosporon capitatum,itraconazole (clsi),trichosporon capitatum,itraconazole (clsi)
trichosporon capitatum,micafungin (clsi),trichosporon capitatum,micafungin (clsi)
trichosporon capitatum,posaconazole (clsi),trichosporon capitatum,posaconazole (clsi)
trichosporon capitatum,uid,trichosporon capitatum,uid
trichosporon capitatum,voriconazole (clsi),trichosporon capitatum,voriconazole (clsi)
trichosporon inkin,amphotericin b (clsi),trichosporon inkin,amphotericin b (clsi)
trichosporon inkin,anidulafungin (clsi),trichosporon inkin,anidulafungin (clsi)
trichosporon inkin,caspofungin (clsi),trichosporon inkin,caspofungin (clsi)
trichosporon inkin,fluconazole (clsi),trichosporon inkin,fluconazole (clsi)
trichosporon inkin,itraconazole (clsi),trichosporon inkin,itraconazole (clsi)
trichosporon inkin,micafungin (clsi),trichosporon inkin,micafungin (clsi)
trichosporon inkin,posaconazole (clsi),trichosporon inkin,posaconazole (clsi)
trichosporon inkin,uid,trichosporon inkin,uid
trichosporon inkin,voriconazole (clsi),trichosporon inkin,voriconazole (clsi)
trichosporon loubieri,amphotericin b (clsi),trichosporon loubieri,amphotericin b (clsi)
trichosporon loubieri,anidulafungin (clsi),trichosporon loubieri,anidulafungin (clsi)
trichosporon loubieri,caspofungin (clsi),trichosporon loubieri,caspofungin (clsi)
trichosporon loubieri,fluconazole (clsi),trichosporon loubieri,fluconazole (clsi)
trichosporon loubieri,itraconazole (clsi),trichosporon loubieri,itraconazole (clsi)
trichosporon loubieri,micafungin (clsi),trichosporon loubieri,micafungin (clsi)
trichosporon loubieri,posaconazole (clsi),trichosporon loubieri,posaconazole (clsi)
trichosporon loubieri,uid,trichosporon loubieri,uid
trichosporon loubieri,voriconazole (clsi),trichosporon loubieri,voriconazole (clsi)
trichosporon montevideense,amphotericin b (clsi),trichosporon montevideense,amphotericin b (clsi)
trichosporon montevideense,anidulafungin (clsi),trichosporon montevideense,anidulafungin (clsi)
trichosporon montevideense,caspofungin (clsi),trichosporon montevideense,caspofungin (clsi)
trichosporon montevideense,fluconazole (clsi),trichosporon montevideense,fluconazole (clsi)
trichosporon montevideense,itraconazole (clsi),trichosporon montevideense,itraconazole (clsi)
trichosporon montevideense,micafungin (clsi),trichosporon montevideense,micafungin (clsi)
trichosporon montevideense,posaconazole (clsi),trichosporon montevideense,posaconazole (clsi)
trichosporon montevideense,uid,trichosporon montevideense,uid
trichosporon montevideense,voriconazole (clsi),trichosporon montevideense,voriconazole (clsi)
trichosporon mucoides,amphotericin b (clsi),trichosporon mucoides,amphotericin b (clsi)
trichosporon mucoides,anidulafungin (clsi),trichosporon mucoides,anidulafungin (clsi)
trichosporon mucoides,caspofungin (clsi),trichosporon mucoides,caspofungin (clsi)
trichosporon mucoides,fluconazole (clsi),trichosporon mucoides,fluconazole (clsi)
trichosporon mucoides,itraconazole (clsi),trichosporon mucoides,itraconazole (clsi)
trichosporon mucoides,micafungin (clsi),trichosporon mucoides,micafungin (clsi)
trichosporon mucoides,posaconazole (clsi),trichosporon mucoides,posaconazole (clsi)
trichosporon mucoides,uid,trichosporon mucoides,uid
trichosporon mucoides,voriconazole (clsi),trichosporon mucoides,voriconazole (clsi)
trichosporon mycotoxinivorans,amphotericin b (clsi),trichosporon mycotoxinivorans,amphotericin b (clsi)
trichosporon mycotoxinivorans,anidulafungin (clsi),trichosporon mycotoxinivorans,anidulafungin (clsi)
trichosporon mycotoxinivorans,caspofungin (clsi),trichosporon mycotoxinivorans,caspofungin (clsi)
trichosporon mycotoxinivorans,fluconazole (clsi),trichosporon mycotoxinivorans,fluconazole (clsi)
trichosporon mycotoxinivorans,itraconazole (clsi),trichosporon mycotoxinivorans,itraconazole (clsi)
trichosporon mycotoxinivorans,micafungin (clsi),trichosporon mycotoxinivorans,micafungin (clsi)
trichosporon mycotoxinivorans,posaconazole (clsi),trichosporon mycotoxinivorans,posaconazole (clsi)
trichosporon mycotoxinivorans,uid,trichosporon mycotoxinivorans,uid
trichosporon mycotoxinivorans,voriconazole (clsi),trichosporon mycotoxinivorans,voriconazole (clsi)
trichosporon ovoides,amphotericin b (clsi),trichosporon ovoides,amphotericin b (clsi)
trichosporon ovoides,anidulafungin (clsi),trichosporon ovoides,anidulafungin (clsi)
trichosporon ovoides,caspofungin (clsi),trichosporon ovoides,caspofungin (clsi)
trichosporon ovoides,fluconazole (clsi),trichosporon ovoides,fluconazole (clsi)
trichosporon ovoides,itraconazole (clsi),trichosporon ovoides,itraconazole (clsi)
trichosporon ovoides,micafungin (clsi),trichosporon ovoides,micafungin (clsi)
trichosporon ovoides,posaconazole (clsi),trichosporon ovoides,posaconazole (clsi)
trichosporon ovoides,uid,trichosporon ovoides,uid
trichosporon ovoides,voriconazole (clsi),trichosporon ovoides,voriconazole (clsi)
unspeciated acinetobacter,collection number,acinetobacter species,collection number
unspeciated acinetobacter,levofloxacin,acinetobacter species,levofloxacin
unspeciated acinetobacter,omadacycline,acinetobacter species,eravacycline
unspeciated acinetobacter,study year,acinetobacter species,study year
unspeciated acinetobacter,tigecycline,acinetobacter species,tigecycline
unspeciated aspergillus,amphotericin b (clsi),unspeciated aspergillus,amphotericin b (clsi)
unspeciated aspergillus,anidulafungin (clsi),unspeciated aspergillus,anidulafungin (clsi)
unspeciated aspergillus,caspofungin (clsi),unspeciated aspergillus,caspofungin (clsi)
unspeciated aspergillus,itraconazole (clsi),unspeciated aspergillus,itraconazole (clsi)
unspeciated aspergillus,micafungin (clsi),unspeciated aspergillus,micafungin (clsi)
unspeciated aspergillus,posaconazole (clsi),unspeciated aspergillus,posaconazole (clsi)
unspeciated aspergillus,uid,unspeciated aspergillus,uid
unspeciated aspergillus,voriconazole (clsi),unspeciated aspergillus,voriconazole (clsi)
unspeciated candida,amphotericin b (clsi),unspeciated candida,amphotericin b (clsi)
unspeciated candida,anidulafungin (clsi),unspeciated candida,anidulafungin (clsi)
unspeciated candida,caspofungin (clsi),unspeciated candida,caspofungin (clsi)
unspeciated candida,fluconazole (clsi),unspeciated candida,fluconazole (clsi)
unspeciated candida,itraconazole (clsi),unspeciated candida,itraconazole (clsi)
unspeciated candida,micafungin (clsi),unspeciated candida,micafungin (clsi)
unspeciated candida,posaconazole (clsi),unspeciated candida,posaconazole (clsi)
unspeciated candida,uid,unspeciated candida,uid
unspeciated candida,voriconazole (clsi),unspeciated candida,voriconazole (clsi)
unspeciated cedecea,collection number,unspeciated cedecea,collection number
unspeciated cedecea,levofloxacin,unspeciated cedecea,levofloxacin
unspeciated cedecea,omadacycline,unspeciated cedecea,eravacycline
unspeciated cedecea,study year,unspeciated cedecea,study year
unspeciated cedecea,tigecycline,unspeciated cedecea,tigecycline
unspeciated chaetomium,amphotericin b (clsi),unspeciated chaetomium,amphotericin b (clsi)
unspeciated chaetomium,anidulafungin (clsi),unspeciated chaetomium,anidulafungin (clsi)
unspeciated chaetomium,caspofungin (clsi),unspeciated chaetomium,caspofungin (clsi)
unspeciated chaetomium,itraconazole (clsi),unspeciated chaetomium,itraconazole (clsi)
unspeciated chaetomium,micafungin (clsi),unspeciated chaetomium,micafungin (clsi)
unspeciated chaetomium,posaconazole (clsi),unspeciated chaetomium,posaconazole (clsi)
unspeciated chaetomium,uid,unspeciated chaetomium,uid
